client_code,company_name,contact_person,contact_email,country,total_balance
CLT-0703,Solaris Pension 703,Noah Kim,contact.703@client-703.com,AU,129055197.62
CLT-0455,Apex Holdings 455,Frank Wilson,contact.455@client-455.com,CH,128975882.44
CLT-0304,Nexus Group 304,Emma Davis,contact.304@client-304.com,NL,128574523.72
CLT-0127,Summit Securities 127,Henry Martin,contact.127@client-127.com,ES,128570153.03
CLT-0376,Quantum Partners 376,Bob Smith,contact.376@client-376.com,GB,128525363.42
CLT-0880,Sterling Finance 880,Karen Hughes,contact.880@client-880.com,SG,128464450.67
CLT-0372,Cascade Insurance 372,Maria Santos,contact.372@client-372.com,JP,128336228.13
CLT-0603,Orion Fund 603,David Brown,contact.603@client-603.com,FR,128060456.73
CLT-0023,Jupiter Wealth 23,Iris Clark,contact.23@client-23.com,IT,127556695.77
CLT-0625,Vega Finance 625,Karen Hughes,contact.625@client-625.com,SG,127451957.80
CLT-0661,Zenith Partners 661,Bob Smith,contact.661@client-661.com,GB,127420537.91
CLT-0847,Summit Securities 847,Henry Martin,contact.847@client-847.com,ES,127184506.44
CLT-0057,Andromeda Insurance 57,Maria Santos,contact.57@client-57.com,JP,127007149.95
CLT-0551,Meridian Bank 551,Liam Chen,contact.551@client-551.com,HK,126845192.99
CLT-0981,Pegasus Asset Management 981,Grace Lee,contact.981@client-981.com,BE,126506639.36
CLT-0279,Horizon Trust 279,James Taylor,contact.279@client-279.com,LU,126503663.57
CLT-0831,Pegasus Asset Management 831,Grace Lee,contact.831@client-831.com,BE,126332841.44
CLT-0830,Olympus Holdings 830,Frank Wilson,contact.830@client-830.com,CH,126235309.09
CLT-0566,Sirius Bank 566,Liam Chen,contact.566@client-566.com,HK,126226901.34
CLT-0668,Pinnacle Wealth 668,Iris Clark,contact.668@client-668.com,IT,126122440.62
CLT-0757,Summit Securities 757,Henry Martin,contact.757@client-757.com,ES,126036314.35
CLT-0632,Atlas Investments 632,Carol White,contact.632@client-632.com,DE,125944406.12
CLT-0768,Titan Fund 768,David Brown,contact.768@client-768.com,FR,125934609.47
CLT-0907,Summit Securities 907,Henry Martin,contact.907@client-907.com,ES,125930745.52
CLT-0811,Zenith Partners 811,Bob Smith,contact.811@client-811.com,GB,125822931.59
CLT-0109,Phoenix Group 109,Emma Davis,contact.109@client-109.com,NL,125673538.21
CLT-0936,Vertex Asset Management 936,Grace Lee,contact.936@client-936.com,BE,125464483.56
CLT-0113,Jupiter Wealth 113,Iris Clark,contact.113@client-113.com,IT,125270591.30
CLT-0430,Sterling Finance 430,Karen Hughes,contact.430@client-430.com,SG,125039881.43
CLT-0473,Jupiter Wealth 473,Iris Clark,contact.473@client-473.com,IT,124959466.33
CLT-0169,Phoenix Group 169,Emma Davis,contact.169@client-169.com,NL,124924421.09
CLT-0125,Apex Holdings 125,Frank Wilson,contact.125@client-125.com,CH,124765463.17
CLT-0792,Cascade Insurance 792,Maria Santos,contact.792@client-792.com,JP,124712401.09
CLT-0056,Sirius Bank 56,Liam Chen,contact.56@client-56.com,HK,124663744.34
CLT-0604,Nexus Group 604,Emma Davis,contact.604@client-604.com,NL,124046896.79
CLT-0504,Saturn Trust 504,James Taylor,contact.504@client-504.com,LU,123980889.60
CLT-0519,Horizon Trust 519,James Taylor,contact.519@client-519.com,LU,123944048.42
CLT-0937,Summit Securities 937,Henry Martin,contact.937@client-937.com,ES,123564267.62
CLT-0412,Neptune Securities 412,Henry Martin,contact.412@client-412.com,ES,123278759.21
CLT-0876,Vertex Asset Management 876,Grace Lee,contact.876@client-876.com,BE,123272692.08
CLT-0765,Aurora Capital 765,Alice Johnson,contact.765@client-765.com,US,123244670.39
CLT-0452,Atlas Investments 452,Carol White,contact.452@client-452.com,DE,123229912.48
CLT-0742,Neptune Securities 742,Henry Martin,contact.742@client-742.com,ES,123051950.37
CLT-0843,Orion Fund 843,David Brown,contact.843@client-843.com,FR,122560718.55
CLT-0231,Pegasus Asset Management 231,Grace Lee,contact.231@client-231.com,BE,122525954.42
CLT-0938,Pinnacle Wealth 938,Iris Clark,contact.938@client-938.com,IT,122504266.80
CLT-0236,Sirius Bank 236,Liam Chen,contact.236@client-236.com,HK,122398634.12
CLT-0142,Neptune Securities 142,Henry Martin,contact.142@client-142.com,ES,122395067.98
CLT-0555,Aurora Capital 555,Alice Johnson,contact.555@client-555.com,US,122280132.08
CLT-0516,Vertex Asset Management 516,Grace Lee,contact.516@client-516.com,BE,122081472.36
CLT-0612,Cascade Insurance 612,Maria Santos,contact.612@client-612.com,JP,122018245.86
CLT-0371,Meridian Bank 371,Liam Chen,contact.371@client-371.com,HK,121881024.48
CLT-0046,Quantum Partners 46,Bob Smith,contact.46@client-46.com,GB,121852267.50
CLT-0191,Meridian Bank 191,Liam Chen,contact.191@client-191.com,HK,121720663.05
CLT-0490,Sterling Finance 490,Karen Hughes,contact.490@client-490.com,SG,121590076.87
CLT-0886,Quantum Partners 886,Bob Smith,contact.886@client-886.com,GB,121489000.19
CLT-0465,Aurora Capital 465,Alice Johnson,contact.465@client-465.com,US,121420063.61
CLT-0732,Cascade Insurance 732,Maria Santos,contact.732@client-732.com,JP,121390462.76
CLT-0407,Helios Investments 407,Carol White,contact.407@client-407.com,DE,121368434.44
CLT-0767,Helios Investments 767,Carol White,contact.767@client-767.com,DE,121300918.65
CLT-0577,Summit Securities 577,Henry Martin,contact.577@client-577.com,ES,121253273.00
CLT-0569,Rigel Global 569,Olivia Patel,contact.569@client-569.com,CA,120988987.81
CLT-0639,Horizon Trust 639,James Taylor,contact.639@client-639.com,LU,120687920.94
CLT-0310,Sterling Finance 310,Karen Hughes,contact.310@client-310.com,SG,120656302.61
CLT-0711,Pegasus Asset Management 711,Grace Lee,contact.711@client-711.com,BE,120373491.97
CLT-0562,Neptune Securities 562,Henry Martin,contact.562@client-562.com,ES,120210251.38
CLT-0138,Titan Fund 138,David Brown,contact.138@client-138.com,FR,120056027.28
CLT-0546,Vertex Asset Management 546,Grace Lee,contact.546@client-546.com,BE,119904116.95
CLT-0313,Solaris Pension 313,Noah Kim,contact.313@client-313.com,AU,119688654.76
CLT-0543,Orion Fund 543,David Brown,contact.543@client-543.com,FR,119586716.28
CLT-0591,Pegasus Asset Management 591,Grace Lee,contact.591@client-591.com,BE,119441449.11
CLT-0006,Vertex Asset Management 6,Grace Lee,contact.6@client-6.com,BE,119402782.81
CLT-0521,Meridian Bank 521,Liam Chen,contact.521@client-521.com,HK,119400854.11
CLT-0370,Sterling Finance 370,Karen Hughes,contact.370@client-370.com,SG,118980671.87
CLT-0941,Meridian Bank 941,Liam Chen,contact.941@client-941.com,HK,118771355.69
CLT-0387,Andromeda Insurance 387,Maria Santos,contact.387@client-387.com,JP,118766047.59
CLT-0130,Sterling Finance 130,Karen Hughes,contact.130@client-130.com,SG,118527325.75
CLT-0073,Solaris Pension 73,Noah Kim,contact.73@client-73.com,AU,118225598.13
CLT-0739,Phoenix Group 739,Emma Davis,contact.739@client-739.com,NL,117661010.00
CLT-0123,Orion Fund 123,David Brown,contact.123@client-123.com,FR,117489059.59
CLT-0175,Vega Finance 175,Karen Hughes,contact.175@client-175.com,SG,117334921.67
CLT-0963,Orion Fund 963,David Brown,contact.963@client-963.com,FR,117047505.13
CLT-0392,Atlas Investments 392,Carol White,contact.392@client-392.com,DE,117001682.86
CLT-0573,Orion Fund 573,David Brown,contact.573@client-573.com,FR,116793183.38
CLT-0253,Solaris Pension 253,Noah Kim,contact.253@client-253.com,AU,116670293.98
CLT-0613,Solaris Pension 613,Noah Kim,contact.613@client-613.com,AU,116338977.07
CLT-0197,Helios Investments 197,Carol White,contact.197@client-197.com,DE,116207601.78
CLT-0432,Cascade Insurance 432,Maria Santos,contact.432@client-432.com,JP,115610589.50
CLT-0986,Sirius Bank 986,Liam Chen,contact.986@client-986.com,HK,115609881.23
CLT-0641,Meridian Bank 641,Liam Chen,contact.641@client-641.com,HK,115244690.52
CLT-0743,Jupiter Wealth 743,Iris Clark,contact.743@client-743.com,IT,115226884.81
CLT-0015,Aurora Capital 15,Alice Johnson,contact.15@client-15.com,US,114759999.38
CLT-0881,Meridian Bank 881,Liam Chen,contact.881@client-881.com,HK,114749330.16
CLT-0828,Titan Fund 828,David Brown,contact.828@client-828.com,FR,114690059.38
CLT-0804,Saturn Trust 804,James Taylor,contact.804@client-804.com,LU,114423043.11
CLT-0891,Pegasus Asset Management 891,Grace Lee,contact.891@client-891.com,BE,114210025.16
CLT-0974,Polaris Global 974,Olivia Patel,contact.974@client-974.com,CA,114103663.88
CLT-0601,Zenith Partners 601,Bob Smith,contact.601@client-601.com,GB,114073993.89
CLT-0198,Titan Fund 198,David Brown,contact.198@client-198.com,FR,114063947.91
CLT-0923,Jupiter Wealth 923,Iris Clark,contact.923@client-923.com,IT,113878861.77
CLT-0846,Vertex Asset Management 846,Grace Lee,contact.846@client-846.com,BE,113456426.41
CLT-0439,Phoenix Group 439,Emma Davis,contact.439@client-439.com,NL,113402758.16
CLT-0199,Phoenix Group 199,Emma Davis,contact.199@client-199.com,NL,113272160.93
CLT-0965,Apex Holdings 965,Frank Wilson,contact.965@client-965.com,CH,113151095.21
CLT-0568,Centaurus Pension 568,Noah Kim,contact.568@client-568.com,AU,113083450.12
CLT-0598,Centaurus Pension 598,Noah Kim,contact.598@client-598.com,AU,113016463.40
CLT-0514,Nexus Group 514,Emma Davis,contact.514@client-514.com,NL,112823113.35
CLT-0984,Saturn Trust 984,James Taylor,contact.984@client-984.com,LU,112790411.33
CLT-0054,Saturn Trust 54,James Taylor,contact.54@client-54.com,LU,112733331.82
CLT-0288,Titan Fund 288,David Brown,contact.288@client-288.com,FR,112673299.11
CLT-0070,Sterling Finance 70,Karen Hughes,contact.70@client-70.com,SG,112670682.47
CLT-0478,Centaurus Pension 478,Noah Kim,contact.478@client-478.com,AU,112211377.27
CLT-0528,Titan Fund 528,David Brown,contact.528@client-528.com,FR,112149484.75
CLT-0108,Titan Fund 108,David Brown,contact.108@client-108.com,FR,112098645.85
CLT-0779,Rigel Global 779,Olivia Patel,contact.779@client-779.com,CA,111942519.14
CLT-0059,Rigel Global 59,Olivia Patel,contact.59@client-59.com,CA,111731597.74
CLT-0517,Summit Securities 517,Henry Martin,contact.517@client-517.com,ES,111651479.04
CLT-0856,Quantum Partners 856,Bob Smith,contact.856@client-856.com,GB,111405610.02
CLT-0672,Cascade Insurance 672,Maria Santos,contact.672@client-672.com,JP,111090791.32
CLT-0246,Vertex Asset Management 246,Grace Lee,contact.246@client-246.com,BE,110963227.58
CLT-0146,Sirius Bank 146,Liam Chen,contact.146@client-146.com,HK,110871629.96
CLT-0018,Titan Fund 18,David Brown,contact.18@client-18.com,FR,110758437.78
CLT-0689,Rigel Global 689,Olivia Patel,contact.689@client-689.com,CA,110601382.23
CLT-0286,Quantum Partners 286,Bob Smith,contact.286@client-286.com,GB,110501341.77
CLT-0534,Saturn Trust 534,James Taylor,contact.534@client-534.com,LU,110267749.55
CLT-0956,Sirius Bank 956,Liam Chen,contact.956@client-956.com,HK,109641108.18
CLT-0615,Aurora Capital 615,Alice Johnson,contact.615@client-615.com,US,109552755.05
CLT-0311,Meridian Bank 311,Liam Chen,contact.311@client-311.com,HK,109291288.53
CLT-0778,Centaurus Pension 778,Noah Kim,contact.778@client-778.com,AU,109257810.08
CLT-0335,Apex Holdings 335,Frank Wilson,contact.335@client-335.com,CH,108942325.27
CLT-0336,Vertex Asset Management 336,Grace Lee,contact.336@client-336.com,BE,108751146.31
CLT-0966,Vertex Asset Management 966,Grace Lee,contact.966@client-966.com,BE,108642927.12
CLT-0223,Solaris Pension 223,Noah Kim,contact.223@client-223.com,AU,108529116.79
CLT-0252,Cascade Insurance 252,Maria Santos,contact.252@client-252.com,JP,108396294.65
CLT-0416,Sirius Bank 416,Liam Chen,contact.416@client-416.com,HK,108341027.78
CLT-0535,Vega Finance 535,Karen Hughes,contact.535@client-535.com,SG,108200538.57
CLT-0469,Phoenix Group 469,Emma Davis,contact.469@client-469.com,NL,108141804.45
CLT-0258,Titan Fund 258,David Brown,contact.258@client-258.com,FR,108141346.93
CLT-0755,Apex Holdings 755,Frank Wilson,contact.755@client-755.com,CH,108019060.49
CLT-0080,Olympus Holdings 80,Frank Wilson,contact.80@client-80.com,CH,107836584.25
CLT-0027,Andromeda Insurance 27,Maria Santos,contact.27@client-27.com,JP,107773321.75
CLT-0229,Phoenix Group 229,Emma Davis,contact.229@client-229.com,NL,107642573.98
CLT-0951,Pegasus Asset Management 951,Grace Lee,contact.951@client-951.com,BE,107413276.75
CLT-0655,Vega Finance 655,Karen Hughes,contact.655@client-655.com,SG,107103687.84
CLT-0825,Aurora Capital 825,Alice Johnson,contact.825@client-825.com,US,106977323.44
CLT-0112,Neptune Securities 112,Henry Martin,contact.112@client-112.com,ES,106891621.87
CLT-0366,Vertex Asset Management 366,Grace Lee,contact.366@client-366.com,BE,106857130.58
CLT-0821,Meridian Bank 821,Liam Chen,contact.821@client-821.com,HK,106841916.93
CLT-0196,Quantum Partners 196,Bob Smith,contact.196@client-196.com,GB,106753165.50
CLT-0364,Nexus Group 364,Emma Davis,contact.364@client-364.com,NL,106498322.68
CLT-0148,Centaurus Pension 148,Noah Kim,contact.148@client-148.com,AU,106359259.28
CLT-0593,Jupiter Wealth 593,Iris Clark,contact.593@client-593.com,IT,106265942.25
CLT-0975,Aurora Capital 975,Alice Johnson,contact.975@client-975.com,US,106066064.99
CLT-0680,Olympus Holdings 680,Frank Wilson,contact.680@client-680.com,CH,105830562.41
CLT-0002,Atlas Investments 2,Carol White,contact.2@client-2.com,DE,105347835.58
CLT-0857,Helios Investments 857,Carol White,contact.857@client-857.com,DE,105288114.90
CLT-0243,Orion Fund 243,David Brown,contact.243@client-243.com,FR,105110240.58
CLT-0796,Quantum Partners 796,Bob Smith,contact.796@client-796.com,GB,104502958.87
CLT-0424,Nexus Group 424,Emma Davis,contact.424@client-424.com,NL,104476735.71
CLT-0419,Rigel Global 419,Olivia Patel,contact.419@client-419.com,CA,104157119.40
CLT-0332,Atlas Investments 332,Carol White,contact.332@client-332.com,DE,103730082.75
CLT-0712,Neptune Securities 712,Henry Martin,contact.712@client-712.com,ES,103498258.77
CLT-0783,Orion Fund 783,David Brown,contact.783@client-783.com,FR,103252825.93
CLT-0576,Vertex Asset Management 576,Grace Lee,contact.576@client-576.com,BE,102535007.52
CLT-0699,Horizon Trust 699,James Taylor,contact.699@client-699.com,LU,102450497.55
CLT-0104,Polaris Global 104,Olivia Patel,contact.104@client-104.com,CA,102123683.73
CLT-0842,Atlas Investments 842,Carol White,contact.842@client-842.com,DE,101804071.30
CLT-0844,Nexus Group 844,Emma Davis,contact.844@client-844.com,NL,101565132.66
CLT-0526,Quantum Partners 526,Bob Smith,contact.526@client-526.com,GB,101257936.22
CLT-0868,Centaurus Pension 868,Noah Kim,contact.868@client-868.com,AU,100694382.80
CLT-0905,Apex Holdings 905,Frank Wilson,contact.905@client-905.com,CH,100647812.83
CLT-0143,Jupiter Wealth 143,Iris Clark,contact.143@client-143.com,IT,100425676.85
CLT-0749,Rigel Global 749,Olivia Patel,contact.749@client-749.com,CA,99730133.89
CLT-0040,Sterling Finance 40,Karen Hughes,contact.40@client-40.com,SG,99519382.34
CLT-0860,Olympus Holdings 860,Frank Wilson,contact.860@client-860.com,CH,99119835.28
CLT-0997,Summit Securities 997,Henry Martin,contact.997@client-997.com,ES,98814076.66
CLT-0427,Summit Securities 427,Henry Martin,contact.427@client-427.com,ES,98461871.09
CLT-0472,Neptune Securities 472,Henry Martin,contact.472@client-472.com,ES,98397746.81
CLT-0076,Quantum Partners 76,Bob Smith,contact.76@client-76.com,GB,97854300.52
CLT-0162,Cascade Insurance 162,Maria Santos,contact.162@client-162.com,JP,97552970.57
CLT-0005,Apex Holdings 5,Frank Wilson,contact.5@client-5.com,CH,97044438.48
CLT-0967,Summit Securities 967,Henry Martin,contact.967@client-967.com,ES,97040909.25
CLT-0912,Cascade Insurance 912,Maria Santos,contact.912@client-912.com,JP,96774524.69
CLT-0724,Nexus Group 724,Emma Davis,contact.724@client-724.com,NL,96661537.23
CLT-0580,Sterling Finance 580,Karen Hughes,contact.580@client-580.com,SG,96506331.86
CLT-0343,Solaris Pension 343,Noah Kim,contact.343@client-343.com,AU,96305131.49
CLT-0679,Phoenix Group 679,Emma Davis,contact.679@client-679.com,NL,96172141.69
CLT-0728,Pinnacle Wealth 728,Iris Clark,contact.728@client-728.com,IT,96056686.63
CLT-0259,Phoenix Group 259,Emma Davis,contact.259@client-259.com,NL,96055490.13
CLT-0128,Pinnacle Wealth 128,Iris Clark,contact.128@client-128.com,IT,95861182.32
CLT-0274,Nexus Group 274,Emma Davis,contact.274@client-274.com,NL,94581127.72
CLT-0207,Andromeda Insurance 207,Maria Santos,contact.207@client-207.com,JP,94492074.98
CLT-0497,Helios Investments 497,Carol White,contact.497@client-497.com,DE,94217166.97
CLT-0045,Aurora Capital 45,Alice Johnson,contact.45@client-45.com,US,93906176.77
CLT-0784,Nexus Group 784,Emma Davis,contact.784@client-784.com,NL,93793359.06
CLT-0764,Polaris Global 764,Olivia Patel,contact.764@client-764.com,CA,93698481.78
CLT-0431,Meridian Bank 431,Liam Chen,contact.431@client-431.com,HK,92756690.82
CLT-0955,Vega Finance 955,Karen Hughes,contact.955@client-955.com,SG,92746596.03
CLT-0996,Vertex Asset Management 996,Grace Lee,contact.996@client-996.com,BE,92560594.56
CLT-0026,Sirius Bank 26,Liam Chen,contact.26@client-26.com,HK,92063511.87
CLT-0312,Cascade Insurance 312,Maria Santos,contact.312@client-312.com,JP,91768914.90
CLT-0737,Helios Investments 737,Carol White,contact.737@client-737.com,DE,91564758.37
CLT-0713,Jupiter Wealth 713,Iris Clark,contact.713@client-713.com,IT,90356591.93
CLT-0226,Quantum Partners 226,Bob Smith,contact.226@client-226.com,GB,90291830.78
CLT-0859,Phoenix Group 859,Emma Davis,contact.859@client-859.com,NL,90111226.08
CLT-0958,Centaurus Pension 958,Noah Kim,contact.958@client-958.com,AU,89905331.84
CLT-0218,Pinnacle Wealth 218,Iris Clark,contact.218@client-218.com,IT,89764159.00
CLT-0744,Saturn Trust 744,James Taylor,contact.744@client-744.com,LU,89386898.83
CLT-0098,Pinnacle Wealth 98,Iris Clark,contact.98@client-98.com,IT,89306752.53
CLT-0589,Phoenix Group 589,Emma Davis,contact.589@client-589.com,NL,89263374.39
CLT-0992,Atlas Investments 992,Carol White,contact.992@client-992.com,DE,89232560.50
CLT-0503,Jupiter Wealth 503,Iris Clark,contact.503@client-503.com,IT,89112867.96
CLT-0291,Pegasus Asset Management 291,Grace Lee,contact.291@client-291.com,BE,88764319.25
CLT-0409,Phoenix Group 409,Emma Davis,contact.409@client-409.com,NL,88414084.06
CLT-0205,Vega Finance 205,Karen Hughes,contact.205@client-205.com,SG,88186198.80
CLT-0682,Neptune Securities 682,Henry Martin,contact.682@client-682.com,ES,87854531.59
CLT-0536,Sirius Bank 536,Liam Chen,contact.536@client-536.com,HK,87171746.58
CLT-0626,Sirius Bank 626,Liam Chen,contact.626@client-626.com,HK,87171560.32
CLT-0069,Horizon Trust 69,James Taylor,contact.69@client-69.com,LU,87146328.12
CLT-0331,Zenith Partners 331,Bob Smith,contact.331@client-331.com,GB,86162505.52
CLT-0964,Nexus Group 964,Emma Davis,contact.964@client-964.com,NL,86102401.47
CLT-0074,Polaris Global 74,Olivia Patel,contact.74@client-74.com,CA,85772738.53
CLT-0808,Centaurus Pension 808,Noah Kim,contact.808@client-808.com,AU,85659227.59
CLT-0157,Summit Securities 157,Henry Martin,contact.157@client-157.com,ES,85160990.03
CLT-0316,Quantum Partners 316,Bob Smith,contact.316@client-316.com,GB,84807202.10
CLT-0769,Phoenix Group 769,Emma Davis,contact.769@client-769.com,NL,83998351.36
CLT-0411,Pegasus Asset Management 411,Grace Lee,contact.411@client-411.com,BE,83981187.08
CLT-0111,Pegasus Asset Management 111,Grace Lee,contact.111@client-111.com,BE,83704813.74
CLT-0694,Nexus Group 694,Emma Davis,contact.694@client-694.com,NL,83648480.70
CLT-0248,Pinnacle Wealth 248,Iris Clark,contact.248@client-248.com,IT,82278989.74
CLT-0232,Neptune Securities 232,Henry Martin,contact.232@client-232.com,ES,81798019.25
CLT-0785,Apex Holdings 785,Frank Wilson,contact.785@client-785.com,CH,81796077.44
CLT-0663,Orion Fund 663,David Brown,contact.663@client-663.com,FR,81366816.30
CLT-0170,Olympus Holdings 170,Frank Wilson,contact.170@client-170.com,CH,81095733.31
CLT-0213,Orion Fund 213,David Brown,contact.213@client-213.com,FR,80842152.89
CLT-0592,Neptune Securities 592,Henry Martin,contact.592@client-592.com,ES,80716592.52
CLT-0508,Centaurus Pension 508,Noah Kim,contact.508@client-508.com,AU,80434873.61
CLT-0913,Solaris Pension 913,Noah Kim,contact.913@client-913.com,AU,79759850.89
CLT-0214,Nexus Group 214,Emma Davis,contact.214@client-214.com,NL,79667033.53
CLT-0507,Andromeda Insurance 507,Maria Santos,contact.507@client-507.com,JP,79441486.20
CLT-0736,Quantum Partners 736,Bob Smith,contact.736@client-736.com,GB,79262561.73
CLT-0477,Andromeda Insurance 477,Maria Santos,contact.477@client-477.com,JP,79175642.46
CLT-0708,Titan Fund 708,David Brown,contact.708@client-708.com,FR,78701709.52
CLT-0824,Polaris Global 824,Olivia Patel,contact.824@client-824.com,CA,78648956.14
CLT-0927,Andromeda Insurance 927,Maria Santos,contact.927@client-927.com,JP,78390367.97
CLT-0619,Phoenix Group 619,Emma Davis,contact.619@client-619.com,NL,78110558.87
CLT-0267,Andromeda Insurance 267,Maria Santos,contact.267@client-267.com,JP,77275313.55
CLT-0328,Centaurus Pension 328,Noah Kim,contact.328@client-328.com,AU,76870942.73
CLT-0287,Helios Investments 287,Carol White,contact.287@client-287.com,DE,76724833.74
CLT-0182,Atlas Investments 182,Carol White,contact.182@client-182.com,DE,76520753.24
CLT-0318,Titan Fund 318,David Brown,contact.318@client-318.com,FR,76306671.80
CLT-0722,Atlas Investments 722,Carol White,contact.722@client-722.com,DE,75797344.95
CLT-0277,Summit Securities 277,Henry Martin,contact.277@client-277.com,ES,75316672.31
CLT-0131,Meridian Bank 131,Liam Chen,contact.131@client-131.com,HK,75165234.75
CLT-0164,Polaris Global 164,Olivia Patel,contact.164@client-164.com,CA,74523112.88
CLT-0836,Sirius Bank 836,Liam Chen,contact.836@client-836.com,HK,74464669.94
CLT-0594,Saturn Trust 594,James Taylor,contact.594@client-594.com,LU,73807489.19
CLT-0119,Rigel Global 119,Olivia Patel,contact.119@client-119.com,CA,72109700.52
CLT-0189,Horizon Trust 189,James Taylor,contact.189@client-189.com,LU,71533157.72
CLT-0154,Nexus Group 154,Emma Davis,contact.154@client-154.com,NL,71152687.93
CLT-0043,Solaris Pension 43,Noah Kim,contact.43@client-43.com,AU,69540681.42
CLT-0849,Horizon Trust 849,James Taylor,contact.849@client-849.com,LU,69313676.00
CLT-0908,Pinnacle Wealth 908,Iris Clark,contact.908@client-908.com,IT,68754537.89
CLT-0727,Summit Securities 727,Henry Martin,contact.727@client-727.com,ES,68731237.60
CLT-0446,Sirius Bank 446,Liam Chen,contact.446@client-446.com,HK,68126893.81
CLT-0327,Andromeda Insurance 327,Maria Santos,contact.327@client-327.com,JP,66779366.06
CLT-0302,Atlas Investments 302,Carol White,contact.302@client-302.com,DE,66509148.93
CLT-0533,Jupiter Wealth 533,Iris Clark,contact.533@client-533.com,IT,66135910.74
CLT-0924,Saturn Trust 924,James Taylor,contact.924@client-924.com,LU,66070115.21
CLT-0219,Horizon Trust 219,James Taylor,contact.219@client-219.com,LU,65788875.45
CLT-0385,Vega Finance 385,Karen Hughes,contact.385@client-385.com,SG,65719915.01
CLT-0709,Phoenix Group 709,Emma Davis,contact.709@client-709.com,NL,65692204.14
CLT-0920,Olympus Holdings 920,Frank Wilson,contact.920@client-920.com,CH,65039223.54
CLT-0797,Helios Investments 797,Carol White,contact.797@client-797.com,DE,64893577.14
CLT-0021,Pegasus Asset Management 21,Grace Lee,contact.21@client-21.com,BE,64878787.55
CLT-0022,Neptune Securities 22,Henry Martin,contact.22@client-22.com,ES,64075732.46
CLT-0425,Apex Holdings 425,Frank Wilson,contact.425@client-425.com,CH,63888510.73
CLT-0044,Polaris Global 44,Olivia Patel,contact.44@client-44.com,CA,63748603.31
CLT-0016,Quantum Partners 16,Bob Smith,contact.16@client-16.com,GB,63295067.22
CLT-0738,Titan Fund 738,David Brown,contact.738@client-738.com,FR,63054120.29
CLT-0153,Orion Fund 153,David Brown,contact.153@client-153.com,FR,62411867.29
CLT-0251,Meridian Bank 251,Liam Chen,contact.251@client-251.com,HK,62117849.63
CLT-0822,Cascade Insurance 822,Maria Santos,contact.822@client-822.com,JP,61419861.97
CLT-0829,Phoenix Group 829,Emma Davis,contact.829@client-829.com,NL,60892855.74
CLT-0567,Andromeda Insurance 567,Maria Santos,contact.567@client-567.com,JP,60821265.58
CLT-0793,Solaris Pension 793,Noah Kim,contact.793@client-793.com,AU,60384748.78
CLT-0918,Titan Fund 918,David Brown,contact.918@client-918.com,FR,58096980.48
CLT-0610,Sterling Finance 610,Karen Hughes,contact.610@client-610.com,SG,56880545.08
CLT-0379,Phoenix Group 379,Emma Davis,contact.379@client-379.com,NL,56690361.99
CLT-0795,Aurora Capital 795,Alice Johnson,contact.795@client-795.com,US,56420906.88
CLT-0129,Horizon Trust 129,James Taylor,contact.129@client-129.com,LU,55423926.02
CLT-0979,Phoenix Group 979,Emma Davis,contact.979@client-979.com,NL,55332424.95
CLT-0013,Solaris Pension 13,Noah Kim,contact.13@client-13.com,AU,53854716.92
CLT-0818,Pinnacle Wealth 818,Iris Clark,contact.818@client-818.com,IT,53321706.13
CLT-0333,Orion Fund 333,David Brown,contact.333@client-333.com,FR,53059043.81
CLT-0107,Helios Investments 107,Carol White,contact.107@client-107.com,DE,52940240.40
CLT-0266,Sirius Bank 266,Liam Chen,contact.266@client-266.com,HK,52234539.80
CLT-0953,Jupiter Wealth 953,Iris Clark,contact.953@client-953.com,IT,52149045.14
CLT-0307,Summit Securities 307,Henry Martin,contact.307@client-307.com,ES,52080499.69
CLT-0605,Apex Holdings 605,Frank Wilson,contact.605@client-605.com,CH,51647566.81
CLT-0257,Helios Investments 257,Carol White,contact.257@client-257.com,DE,51368264.52
CLT-0348,Titan Fund 348,David Brown,contact.348@client-348.com,FR,50942557.28
CLT-0141,Pegasus Asset Management 141,Grace Lee,contact.141@client-141.com,BE,50089896.21
CLT-0089,Rigel Global 89,Olivia Patel,contact.89@client-89.com,CA,49922994.28
CLT-0898,Centaurus Pension 898,Noah Kim,contact.898@client-898.com,AU,48144239.96
CLT-0714,Saturn Trust 714,James Taylor,contact.714@client-714.com,LU,47985531.61
CLT-0078,Titan Fund 78,David Brown,contact.78@client-78.com,FR,46830689.67
CLT-0687,Andromeda Insurance 687,Maria Santos,contact.687@client-687.com,JP,45401381.51
CLT-0290,Olympus Holdings 290,Frank Wilson,contact.290@client-290.com,CH,44577793.68
CLT-0985,Vega Finance 985,Karen Hughes,contact.985@client-985.com,SG,43093624.06
CLT-0167,Helios Investments 167,Carol White,contact.167@client-167.com,DE,42815062.59
CLT-0488,Pinnacle Wealth 488,Iris Clark,contact.488@client-488.com,IT,42409995.68
CLT-0237,Andromeda Insurance 237,Maria Santos,contact.237@client-237.com,JP,40595495.60
CLT-0384,Saturn Trust 384,James Taylor,contact.384@client-384.com,LU,40043043.42
CLT-0034,Nexus Group 34,Emma Davis,contact.34@client-34.com,NL,38398279.64
CLT-0344,Polaris Global 344,Olivia Patel,contact.344@client-344.com,CA,37028797.47
CLT-0386,Sirius Bank 386,Liam Chen,contact.386@client-386.com,HK,31141637.62
